CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
52.0101,"Business/Commerce, General.",11-9021,Construction Managers
52.0101,"Business/Commerce, General.",11-9151,Social and Community Service Managers
52.0101,"Business/Commerce, General.",11-9199,"Managers, All Other"
52.0101,"Business/Commerce, General.",13-1051,Cost Estimators
52.0101,"Business/Commerce, General.",13-1111,Management Analysts
52.0101,"Business/Commerce, General.",25-1011,"Business Teachers, Postsecondary"
52.0201,"Business Administration and Management, General.",11-1011,Chief Executives
52.0201,"Business Administration and Management, General.",11-1021,General and Operations Managers
52.0201,"Business Administration and Management, General.",11-2022,Sales Managers
52.0201,"Business Administration and Management, General.",11-3011,Administrative Services Managers
52.0201,"Business Administration and Management, General.",11-3051,Industrial Production Managers
52.0201,"Business Administration and Management, General.",11-3071,"Transportation, Storage, and Distribution Managers"
52.0201,"Business Administration and Management, General.",11-9021,Construction Managers
52.0201,"Business Administration and Management, General.",11-9151,Social and Community Service Managers
52.0201,"Business Administration and Management, General.",11-9199,"Managers, All Other"
52.0201,"Business Administration and Management, General.",13-1051,Cost Estimators
52.0201,"Business Administration and Management, General.",13-1111,Management Analysts
52.0201,"Business Administration and Management, General.",25-1011,"Business Teachers, Postsecondary"
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",11-3011,Administrative Services Managers
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",11-3061,Purchasing Managers
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes"
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",25-1011,"Business Teachers, Postsecondary"
52.0203,"Logistics, Materials, and Supply Chain Management.",11-3051,Industrial Production Managers
52.0203,"Logistics, Materials, and Supply Chain Management.",11-3071,"Transportation, Storage, and Distribution Managers"
52.0203,"Logistics, Materials, and Supply Chain Management.",25-1011,"Business Teachers, Postsecondary"
52.0204,Office Management and Supervision.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
52.0205,Operations Management and Supervision.,11-3021,Computer and Information Systems Managers
52.0205,Operations Management and Supervision.,11-3051,Industrial Production Managers
52.0205,Operations Management and Supervision.,11-9021,Construction Managers
52.0205,Operations Management and Supervision.,13-1081,Logisticians
52.0205,Operations Management and Supervision.,25-1011,"Business Teachers, Postsecondary"
52.0205,Operations Management and Supervision.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
52.0205,Operations Management and Supervision.,51-1011,First-Line Supervisors of Production and Operating Workers
52.0206,Non-Profit/Public/Organizational Management.,11-9151,Social and Community Service Managers
52.0206,Non-Profit/Public/Organizational Management.,11-9199,"Managers, All Other"
52.0207,Customer Service Management.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
52.0208,E-Commerce/Electronic Commerce.,41-1011,First-Line Supervisors of Retail Sales Workers
52.0208,E-Commerce/Electronic Commerce.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
52.0209,Transportation/Mobility Management.,11-3071,"Transportation, Storage, and Distribution Managers"
52.0210,Research and Development Management.,11-9121,Natural Sciences Managers
52.0210,Research and Development Management.,11-9199,"Managers, All Other"
52.0210,Research and Development Management.,25-1011,"Business Teachers, Postsecondary"
52.0211,Project Management.,11-9199,"Managers, All Other"
52.0211,Project Management.,25-1011,"Business Teachers, Postsecondary"
52.0212,Retail Management.,11-1021,General and Operations Managers
52.0212,Retail Management.,25-1011,"Business Teachers, Postsecondary"
52.0212,Retail Management.,41-1011,First-Line Supervisors of Retail Sales Workers
52.0213,Organizational Leadership.,13-1111,Management Analysts
52.0213,Organizational Leadership.,25-1011,"Business Teachers, Postsecondary"
52.0299,"Business Administration, Management and Operations, Other.",NO MATCH,NO MATCH
52.0301,Accounting.,13-2011,Accountants and Auditors
52.0301,Accounting.,13-2031,Budget Analysts
52.0301,Accounting.,13-2041,Credit Analysts
52.0301,Accounting.,13-2061,Financial Examiners
52.0301,Accounting.,13-2081,"Tax Examiners and Collectors, and Revenue Agents"
52.0301,Accounting.,25-1011,"Business Teachers, Postsecondary"
52.0302,Accounting Technology/Technician and Bookkeeping.,13-2082,Tax Preparers
52.0302,Accounting Technology/Technician and Bookkeeping.,43-3031,"Bookkeeping, Accounting, and Auditing Clerks"
52.0302,Accounting Technology/Technician and Bookkeeping.,43-3051,Payroll and Timekeeping Clerks
52.0302,Accounting Technology/Technician and Bookkeeping.,43-4011,Brokerage Clerks
52.0302,Accounting Technology/Technician and Bookkeeping.,43-9111,Statistical Assistants
52.0303,Auditing.,13-2011,Accountants and Auditors
52.0303,Auditing.,13-2061,Financial Examiners
52.0304,Accounting and Finance.,11-3031,Financial Managers
52.0304,Accounting and Finance.,13-2011,Accountants and Auditors
52.0304,Accounting and Finance.,13-2031,Budget Analysts
52.0304,Accounting and Finance.,13-2051,Financial Analysts
52.0305,Accounting and Business/Management.,11-3031,Financial Managers
52.0305,Accounting and Business/Management.,13-2011,Accountants and Auditors
52.0305,Accounting and Business/Management.,13-2051,Financial Analysts
52.0399,"Accounting and Related Services, Other.",NO MATCH,NO MATCH
52.0401,"Administrative Assistant and Secretarial Science, General.",43-6011,Executive Secretaries and Executive Administrative Assistants
52.0401,"Administrative Assistant and Secretarial Science, General.",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
52.0402,Executive Assistant/Executive Secretary.,43-6011,Executive Secretaries and Executive Administrative Assistants
52.0402,Executive Assistant/Executive Secretary.,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
52.0406,Receptionist.,43-4051,Customer Service Representatives
52.0406,Receptionist.,43-4171,Receptionists and Information Clerks
52.0407,Business/Office Automation/Technology/Data Entry.,43-9021,Data Entry Keyers
52.0408,General Office Occupations and Clerical Services.,43-3061,Procurement Clerks
52.0408,General Office Occupations and Clerical Services.,43-5011,Cargo and Freight Agents
52.0408,General Office Occupations and Clerical Services.,43-9022,Word Processors and Typists
52.0408,General Office Occupations and Clerical Services.,43-9041,Insurance Claims and Policy Processing Clerks
52.0408,General Office Occupations and Clerical Services.,43-9061,"Office Clerks, General"
52.0409,"Parts, Warehousing, and Inventory Management Operations.",43-5061,"Production, Planning, and Expediting Clerks"
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",43-5011,Cargo and Freight Agents
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
52.0411,Customer Service Support/Call Center/Teleservice Operation.,43-4051,Customer Service Representatives
52.0499,"Business Operations Support and Secretarial Services, Other.",NO MATCH,NO MATCH
52.0501,Business/Corporate Communications.,25-1011,"Business Teachers, Postsecondary"
52.0501,Business/Corporate Communications.,27-3041,Editors
52.0501,Business/Corporate Communications.,27-3042,Technical Writers
52.0501,Business/Corporate Communications.,27-3043,Writers and Authors
52.0601,Business/Managerial Economics.,19-3011,Economists
52.0601,Business/Managerial Economics.,19-3022,Survey Researchers
52.0601,Business/Managerial Economics.,25-1063,"Economics Teachers, Postsecondary"
52.0701,Entrepreneurship/Entrepreneurial Studies.,11-1011,Chief Executives
52.0701,Entrepreneurship/Entrepreneurial Studies.,11-1021,General and Operations Managers
52.0701,Entrepreneurship/Entrepreneurial Studies.,11-9199,"Managers, All Other"
52.0701,Entrepreneurship/Entrepreneurial Studies.,25-1011,"Business Teachers, Postsecondary"
52.0702,Franchising and Franchise Operations.,11-9199,"Managers, All Other"
52.0702,Franchising and Franchise Operations.,25-1011,"Business Teachers, Postsecondary"
52.0703,Small Business Administration/Management.,11-9199,"Managers, All Other"
52.0799,"Entrepreneurial and Small Business Operations, Other.",NO MATCH,NO MATCH
52.0801,"Finance, General.",11-1011,Chief Executives
52.0801,"Finance, General.",11-1021,General and Operations Managers
52.0801,"Finance, General.",11-3031,Financial Managers
52.0801,"Finance, General.",13-2031,Budget Analysts
52.0801,"Finance, General.",13-2041,Credit Analysts
52.0801,"Finance, General.",13-2051,Financial Analysts
52.0801,"Finance, General.",13-2052,Personal Financial Advisors
52.0801,"Finance, General.",13-2072,Loan Officers
52.0801,"Finance, General.",13-2099,"Financial Specialists, All Other"
52.0801,"Finance, General.",25-1011,"Business Teachers, Postsecondary"
52.0803,Banking and Financial Support Services.,13-2071,Credit Counselors
52.0803,Banking and Financial Support Services.,43-3011,Bill and Account Collectors
52.0803,Banking and Financial Support Services.,43-3071,Tellers
52.0803,Banking and Financial Support Services.,43-4041,"Credit Authorizers, Checkers, and Clerks"
52.0803,Banking and Financial Support Services.,43-4131,Loan Interviewers and Clerks
52.0803,Banking and Financial Support Services.,43-4141,New Accounts Clerks
52.0804,Financial Planning and Services.,13-2052,Personal Financial Advisors
52.0804,Financial Planning and Services.,13-2071,Credit Counselors
52.0804,Financial Planning and Services.,25-1011,"Business Teachers, Postsecondary"
52.0804,Financial Planning and Services.,41-3031,"Securities, Commodities, and Financial Services Sales Agents"
52.0806,International Finance.,11-3031,Financial Managers
52.0806,International Finance.,13-2051,Financial Analysts
52.0806,International Finance.,25-1011,"Business Teachers, Postsecondary"
52.0807,Investments and Securities.,13-2051,Financial Analysts
52.0807,Investments and Securities.,25-1011,"Business Teachers, Postsecondary"
52.0807,Investments and Securities.,41-3031,"Securities, Commodities, and Financial Services Sales Agents"
52.0808,Public Finance.,11-3031,Financial Managers
52.0808,Public Finance.,13-2031,Budget Analysts
52.0808,Public Finance.,13-2051,Financial Analysts
52.0808,Public Finance.,25-1011,"Business Teachers, Postsecondary"
52.0809,Credit Management.,11-3031,Financial Managers
52.0809,Credit Management.,13-2041,Credit Analysts
52.0809,Credit Management.,13-2071,Credit Counselors
52.0809,Credit Management.,13-2072,Loan Officers
52.0899,"Finance and Financial Management Services, Other.",11-3031,Financial Managers
52.0901,"Hospitality Administration/Management, General.",11-9051,Food Service Managers
52.0901,"Hospitality Administration/Management, General.",11-9081,Lodging Managers
52.0903,Tourism and Travel Services Management.,11-9199,"Managers, All Other"
52.0903,Tourism and Travel Services Management.,39-7012,Travel Guides
52.0904,Hotel/Motel Administration/Management.,11-9051,Food Service Managers
52.0904,Hotel/Motel Administration/Management.,11-9081,Lodging Managers
52.0905,Restaurant/Food Services Management.,11-9051,Food Service Managers
52.0905,Restaurant/Food Services Management.,11-9081,Lodging Managers
52.0906,Resort Management.,11-9081,Lodging Managers
52.0907,Meeting and Event Planning.,13-1121,"Meeting, Convention, and Event Planners"
52.0908,Casino Management.,11-9071,Gaming Managers
52.0908,Casino Management.,39-1011,Gaming Supervisors
52.0908,Casino Management.,39-1012,Slot Supervisors
52.0909,"Hotel, Motel, and Restaurant Management.",11-9051,Food Service Managers
52.0909,"Hotel, Motel, and Restaurant Management.",11-9081,Lodging Managers
52.0909,"Hotel, Motel, and Restaurant Management.",25-1011,"Business Teachers, Postsecondary"
52.0999,"Hospitality Administration/Management, Other.",11-9199,"Managers, All Other"
52.1001,"Human Resources Management/Personnel Administration, General.",11-3111,Compensation and Benefits Managers
52.1001,"Human Resources Management/Personnel Administration, General.",11-3121,Human Resources Managers
52.1001,"Human Resources Management/Personnel Administration, General.",11-3131,Training and Development Managers
52.1001,"Human Resources Management/Personnel Administration, General.",13-1071,Human Resources Specialists
52.1001,"Human Resources Management/Personnel Administration, General.",13-1075,Labor Relations Specialists
52.1001,"Human Resources Management/Personnel Administration, General.",13-1141,"Compensation, Benefits, and Job Analysis Specialists"
52.1001,"Human Resources Management/Personnel Administration, General.",13-1151,Training and Development Specialists
52.1001,"Human Resources Management/Personnel Administration, General.",25-1011,"Business Teachers, Postsecondary"
52.1002,Labor and Industrial Relations.,11-3121,Human Resources Managers
52.1002,Labor and Industrial Relations.,13-1075,Labor Relations Specialists
52.1002,Labor and Industrial Relations.,25-1011,"Business Teachers, Postsecondary"
52.1003,Organizational Behavior Studies.,13-1071,Human Resources Specialists
52.1003,Organizational Behavior Studies.,25-1011,"Business Teachers, Postsecondary"
52.1004,Labor Studies.,13-1075,Labor Relations Specialists
52.1005,Human Resources Development.,13-1151,Training and Development Specialists
52.1099,"Human Resources Management and Services, Other.",13-1071,Human Resources Specialists
52.1101,International Business/Trade/Commerce.,11-1011,Chief Executives
52.1101,International Business/Trade/Commerce.,11-1021,General and Operations Managers
52.1101,International Business/Trade/Commerce.,25-1011,"Business Teachers, Postsecondary"
52.1201,"Management Information Systems, General.",11-3021,Computer and Information Systems Managers
52.1201,"Management Information Systems, General.",15-1131,Computer Programmers
52.1206,Information Resources Management.,11-3021,Computer and Information Systems Managers
52.1207,Knowledge Management.,11-3021,Computer and Information Systems Managers
52.1299,"Management Information Systems and Services, Other.",NO MATCH,NO MATCH
52.1301,Management Science.,11-1011,Chief Executives
52.1301,Management Science.,11-1021,General and Operations Managers
52.1301,Management Science.,15-2031,Operations Research Analysts
52.1301,Management Science.,25-1011,"Business Teachers, Postsecondary"
52.1302,Business Statistics.,15-2041,Statisticians
52.1302,Business Statistics.,19-3022,Survey Researchers
52.1302,Business Statistics.,25-1011,"Business Teachers, Postsecondary"
52.1302,Business Statistics.,25-1022,"Mathematical Science Teachers, Postsecondary"
52.1304,Actuarial Science.,13-2053,Insurance Underwriters
52.1304,Actuarial Science.,15-2011,Actuaries
52.1304,Actuarial Science.,25-1011,"Business Teachers, Postsecondary"
52.1399,"Management Sciences and Quantitative Methods, Other.",NO MATCH,NO MATCH
52.1401,"Marketing/Marketing Management, General.",11-2011,Advertising and Promotions Managers
52.1401,"Marketing/Marketing Management, General.",11-2021,Marketing Managers
52.1401,"Marketing/Marketing Management, General.",11-2022,Sales Managers
52.1401,"Marketing/Marketing Management, General.",13-1161,Market Research Analysts and Marketing Specialists
52.1401,"Marketing/Marketing Management, General.",25-1011,"Business Teachers, Postsecondary"
52.1402,Marketing Research.,11-2021,Marketing Managers
